Date,Server_ID,CPU_Usage(%),RAM_Usage(%),Internal_Temp(C),External_Temp(C),Energy_Usage(kWh),Fan_Status,Failure_Probability,Comments
2024-11-04,Server_5,49.4,24.26,72.88,29.44,44.66,Working,0.59,No issue
2024-11-04,Server_6,29.12,67.79,70.14,33.49,48.82,Working,0.59,No issue
2024-11-04,Server_7,52.63,27.43,46.45,15.72,54.16,Working,0.0,No issue
2024-11-04,Server_8,79.34,30.01,37.24,29.25,48.33,Failed,0.0,Needs replacement
2024-11-04,Server_9,47.21,66.22,45.52,22.82,52.65,Failed,0.0,No issue
2024-11-04,Server_10,94.17,79.0,77.14,27.64,94.01,Working,0.92,No issue
2024-11-04,Server_11,33.89,22.32,79.74,20.51,38.25,Warning,0.8,Overheating
2024-11-04,Server_12,31.06,60.5,61.52,37.0,49.6,Warning,0.55,Fan noise
2024-11-04,Server_13,17.48,21.8,41.84,39.65,24.71,Working,0.0,No issue
2024-11-04,Server_14,19.86,42.33,59.13,26.13,33.65,Working,0.31,No issue
2024-11-04,Server_15,48.62,37.23,58.38,29.17,46.59,Working,0.29,No issue
2024-11-04,Server_16,73.16,23.98,72.74,33.72,60.72,Working,0.7,No issue
2024-11-04,Server_17,76.3,38.4,77.14,28.36,58.86,Working,0.79,No issue
2024-11-04,Server_18,36.09,65.5,48.12,38.02,51.77,Working,0.0,No issue
2024-11-04,Server_19,66.67,61.51,66.9,17.13,66.67,Working,0.64,No issue
2024-11-04,Server_20,38.03,70.39,48.81,28.56,48.2,Working,0.0,No issue
2024-11-05,Server_1,54.64,33.67,66.23,26.43,48.36,Working,0.56,No issue
2024-11-05,Server_2,36.9,81.28,58.77,33.9,54.94,Working,0.48,No issue
2024-11-05,Server_3,18.19,72.65,56.58,33.24,39.87,Working,0.27,No issue
2024-11-05,Server_4,41.04,54.78,35.31,32.86,43.99,Working,0.0,No issue
2024-11-05,Server_5,35.27,32.31,36.49,37.42,32.42,Working,0.0,No issue
2024-11-05,Server_6,87.24,40.01,75.49,15.28,66.9,Working,0.91,No issue
2024-11-05,Server_7,60.52,73.16,74.64,30.23,68.79,Working,0.78,No issue
2024-11-05,Server_8,77.66,77.76,61.2,27.45,79.52,Working,0.4,No issue
2024-11-05,Server_9,29.74,82.56,46.44,28.06,49.42,Working,0.0,No issue
2024-11-05,Server_10,42.94,87.8,73.75,35.52,62.08,Working,0.68,No issue
2024-11-05,Server_11,31.59,85.71,67.31,27.25,63.61,Working,0.62,No issue
2024-11-05,Server_12,36.01,60.32,51.54,37.08,45.2,Failed,0.07,Slight vibration
2024-11-05,Server_13,59.21,59.07,36.42,37.99,54.26,Working,0.0,No issue
2024-11-05,Server_14,29.68,44.89,77.12,17.03,41.71,Working,0.7,No issue
2024-11-05,Server_15,70.49,89.86,79.21,29.35,76.68,Failed,1.0,Fan noise
2024-11-05,Server_16,32.75,81.01,61.53,33.17,57.44,Working,0.13,No issue
2024-11-05,Server_17,44.45,55.89,41.76,24.56,52.0,Working,0.0,No issue
2024-11-05,Server_18,51.06,87.07,43.96,35.67,55.47,Working,0.0,No issue
2024-11-05,Server_19,74.65,75.1,72.02,27.63,76.48,Working,0.67,No issue
2024-11-05,Server_20,64.43,24.88,77.96,37.27,62.28,Working,0.82,No issue
2024-11-06,Server_1,87.01,62.99,45.31,15.92,60.38,Working,0.0,No issue
2024-11-06,Server_2,36.96,89.57,72.23,22.02,58.15,Warning,0.63,Needs replacement
2024-11-06,Server_3,86.83,27.31,32.89,37.83,58.5,Working,0.0,No issue
2024-11-06,Server_4,52.4,21.39,32.67,30.01,31.82,Working,0.0,No issue
2024-11-06,Server_5,12.46,80.38,47.37,20.59,48.94,Warning,0.0,Needs replacement
2024-11-06,Server_6,66.04,50.31,61.28,37.96,62.89,Working,0.37,No issue
2024-11-06,Server_7,75.71,64.64,36.78,31.57,73.15,Working,0.0,No issue
2024-11-06,Server_8,15.08,48.41,75.21,25.93,41.64,Working,0.84,No issue
2024-11-06,Server_9,11.35,63.5,32.77,28.21,33.3,Working,0.0,No issue
2024-11-06,Server_10,16.05,78.78,57.9,39.85,43.77,Failed,0.27,Overheating
2024-11-06,Server_11,72.97,59.12,34.16,22.27,54.34,Working,0.0,No issue
2024-11-06,Server_12,44.83,73.14,50.95,37.45,61.09,Warning,0.24,Needs replacement
2024-11-06,Server_13,68.4,62.79,56.35,18.07,55.3,Working,0.11,No issue
2024-11-06,Server_14,74.46,36.45,38.14,25.73,52.39,Working,0.0,No issue
2024-11-06,Server_15,83.16,33.24,35.45,36.4,56.33,Working,0.0,No issue
2024-11-06,Server_16,24.9,36.33,70.12,21.94,40.5,Working,0.57,No issue
2024-11-06,Server_17,39.05,31.29,77.39,37.51,41.07,Warning,0.9,Slight vibration
2024-11-06,Server_18,21.7,63.18,45.51,34.46,40.16,Working,0.0,No issue
2024-11-06,Server_19,17.43,49.16,54.43,30.09,37.19,Working,0.19,No issue
2024-11-06,Server_20,14.9,64.76,36.71,26.5,37.17,Warning,0.0,Fan noise
2024-11-07,Server_1,86.48,35.29,47.66,29.75,68.23,Working,0.07,No issue
2024-11-07,Server_2,26.28,89.45,51.44,38.63,43.34,Failed,0.0,Fan noise
2024-11-07,Server_3,81.7,50.64,79.38,34.67,77.99,Working,0.91,No issue
2024-11-07,Server_4,40.06,70.89,61.89,32.78,58.95,Failed,0.49,Needs replacement
2024-11-07,Server_5,91.99,85.64,62.07,34.22,83.3,Working,0.45,No issue
2024-11-07,Server_6,17.35,78.0,78.46,23.77,47.69,Working,0.86,No issue
2024-11-07,Server_7,69.93,21.18,69.88,19.72,56.7,Working,0.57,No issue
2024-11-07,Server_8,47.06,74.07,41.46,33.0,52.36,Failed,0.0,No issue
2024-11-07,Server_9,47.33,22.67,40.93,15.93,32.95,Working,0.0,No issue
2024-11-07,Server_10,44.6,80.18,34.61,35.29,63.48,Warning,0.0,Power fluctuation
2024-11-07,Server_11,69.12,27.24,53.33,26.7,54.69,Working,0.09,No issue
2024-11-07,Server_12,60.84,27.54,74.66,20.28,55.99,Working,0.8,No issue
2024-11-07,Server_13,85.13,74.51,50.21,32.65,80.19,Working,0.05,No issue
2024-11-07,Server_14,90.18,44.02,70.85,25.99,67.18,Working,0.65,No issue
2024-11-07,Server_15,70.29,65.57,32.11,38.93,68.79,Working,0.0,No issue
2024-11-07,Server_16,53.23,74.15,70.23,26.68,64.02,Working,0.81,No issue
2024-11-07,Server_17,89.09,77.03,30.73,38.77,75.19,Working,0.0,No issue
2024-11-07,Server_18,90.31,36.82,56.34,35.24,73.26,Working,0.26,No issue
2024-11-07,Server_19,22.62,43.54,31.26,18.33,21.47,Working,0.0,No issue
2024-11-07,Server_20,61.46,78.45,64.05,17.43,66.57,Working,0.46,No issue
2024-11-08,Server_1,10.73,29.16,73.49,35.52,28.63,Failed,0.79,Overheating
2024-11-08,Server_2,20.65,48.93,31.03,16.58,31.1,Working,0.0,No issue
2024-11-08,Server_3,50.71,52.26,31.84,15.6,52.67,Working,0.0,No issue
2024-11-08,Server_4,65.14,22.15,32.4,31.89,40.81,Warning,0.0,Fan noise
2024-11-08,Server_5,31.82,29.33,39.15,25.82,32.11,Working,0.0,No issue
2024-11-08,Server_6,31.41,25.23,30.8,20.43,30.0,Working,0.0,No issue
2024-11-08,Server_7,11.4,22.68,43.26,17.07,20.05,Working,0.0,No issue
2024-11-08,Server_8,23.66,35.46,52.06,16.36,34.31,Working,0.03,No issue
2024-11-08,Server_9,37.1,45.51,33.84,26.97,36.79,Working,0.0,No issue
2024-11-08,Server_10,46.25,80.16,44.75,25.51,59.43,Failed,0.0,Power fluctuation
2024-11-08,Server_11,39.18,33.08,67.91,25.64,40.36,Working,0.51,No issue
2024-11-08,Server_12,65.73,60.17,56.12,26.96,51.08,Failed,0.0,Power fluctuation
2024-11-08,Server_13,48.76,81.64,69.81,31.74,66.18,Working,0.76,No issue
2024-11-08,Server_14,75.69,26.47,34.5,22.4,57.83,Working,0.0,No issue
2024-11-08,Server_15,26.16,73.86,39.1,15.75,41.24,Working,0.0,No issue
2024-11-08,Server_16,16.37,45.2,66.3,30.59,30.88,Working,0.39,No issue
2024-11-08,Server_17,53.59,45.69,41.2,28.84,44.08,Working,0.0,No issue
2024-11-08,Server_18,87.05,76.25,49.97,34.04,78.96,Failed,0.0,Overheating
2024-11-08,Server_19,24.66,79.18,44.02,36.15,53.28,Working,0.0,No issue
2024-11-08,Server_20,71.91,75.71,74.72,29.8,69.0,Working,0.7,No issue
2024-11-09,Server_1,34.83,54.65,79.32,34.22,56.53,Working,1.0,No issue
2024-11-09,Server_2,74.01,48.29,77.03,16.58,73.09,Working,0.85,No issue
2024-11-09,Server_3,31.22,71.79,79.72,26.34,51.77,Working,0.96,No issue
2024-11-09,Server_4,80.17,21.73,57.69,18.08,62.11,Working,0.21,No issue
2024-11-09,Server_5,90.22,20.71,47.79,27.61,56.12,Working,0.04,No issue
2024-11-09,Server_6,24.14,73.66,56.38,22.39,52.18,Working,0.19,No issue
2024-11-09,Server_7,29.37,78.7,60.96,27.15,51.94,Warning,0.39,Power fluctuation
2024-11-09,Server_8,30.66,74.04,75.8,32.33,49.96,Working,0.87,No issue
2024-11-09,Server_9,84.58,79.4,55.74,15.84,78.68,Working,0.3,No issue
2024-11-09,Server_10,84.54,89.51,57.49,16.17,71.13,Working,0.21,No issue
2024-11-09,Server_11,55.81,41.68,31.5,23.15,40.95,Working,0.0,No issue
2024-11-09,Server_12,83.98,76.06,38.96,33.87,85.05,Working,0.0,No issue
2024-11-09,Server_13,54.51,72.93,50.05,28.83,51.24,Warning,0.0,Power fluctuation
2024-11-09,Server_14,45.11,38.48,56.38,38.32,47.83,Working,0.26,No issue
2024-11-09,Server_15,46.85,72.2,76.02,35.11,57.72,Working,0.82,No issue
2024-11-09,Server_16,52.45,35.07,64.48,16.78,50.16,Working,0.4,No issue
2024-11-09,Server_17,59.68,86.98,57.23,16.56,61.59,Working,0.42,No issue
2024-11-09,Server_18,41.48,29.06,65.02,24.63,32.71,Working,0.41,No issue
2024-11-09,Server_19,45.28,29.85,70.81,18.95,49.13,Failed,0.68,Power fluctuation
2024-11-09,Server_20,46.31,70.62,35.54,28.34,51.8,Working,0.0,No issue
2024-11-10,Server_1,46.02,79.08,40.96,38.83,54.84,Working,0.0,No issue
2024-11-10,Server_2,44.56,71.39,68.41,36.21,58.99,Working,0.56,No issue
2024-11-10,Server_3,32.8,85.71,64.8,38.34,48.05,Working,0.45,No issue
2024-11-10,Server_4,14.8,45.45,31.65,38.49,21.21,Working,0.0,No issue
2024-11-10,Server_5,94.7,23.55,31.35,24.81,55.25,Working,0.0,No issue
2024-11-10,Server_6,10.54,83.25,33.31,29.61,37.91,Working,0.0,No issue
2024-11-10,Server_7,24.74,21.41,38.33,39.42,17.99,Failed,0.0,Slight vibration
2024-11-10,Server_8,39.82,52.75,78.74,36.26,59.55,Working,0.9,No issue
2024-11-10,Server_9,87.14,20.41,64.26,16.83,65.77,Working,0.6,No issue
2024-11-10,Server_10,31.94,81.62,65.35,29.93,58.33,Working,0.58,No issue
2024-11-10,Server_11,23.77,64.92,62.65,24.25,45.06,Working,0.52,No issue
2024-11-10,Server_12,75.18,59.21,33.09,18.9,63.26,Working,0.0,No issue
2024-11-10,Server_13,63.29,49.75,64.13,15.23,57.15,Working,0.21,No issue
2024-11-10,Server_14,35.17,70.0,52.74,29.12,39.25,Warning,0.09,Slight vibration
2024-11-10,Server_15,49.48,62.35,43.85,25.71,45.55,Working,0.0,No issue
2024-11-10,Server_16,91.57,57.17,56.21,15.62,73.05,Working,0.1,No issue
2024-11-10,Server_17,87.66,68.72,59.63,18.03,77.3,Warning,0.14,Power fluctuation
2024-11-10,Server_18,93.2,75.43,37.83,18.86,83.75,Working,0.0,No issue
2024-11-10,Server_19,30.78,46.71,52.03,24.25,36.29,Working,0.0,No issue
2024-11-10,Server_20,89.17,30.51,67.13,32.67,66.78,Working,0.57,No issue
2024-11-11,Server_1,37.25,69.27,33.52,35.93,35.06,Working,0.0,No issue
2024-11-11,Server_2,93.5,57.12,35.27,16.69,69.25,Working,0.0,No issue
2024-11-11,Server_3,79.51,68.81,74.01,39.38,79.48,Working,0.66,No issue
2024-11-11,Server_4,61.27,85.35,77.21,17.59,66.89,Working,0.85,No issue
2024-11-11,Server_5,94.69,64.31,53.4,16.3,70.11,Working,0.0,No issue
2024-11-11,Server_6,80.98,70.38,32.37,30.3,63.88,Working,0.0,No issue
2024-11-11,Server_7,90.77,58.5,38.99,20.8,79.29,Working,0.0,No issue
2024-11-11,Server_8,29.8,46.44,41.92,39.36,41.78,Working,0.0,No issue
2024-11-11,Server_9,94.52,50.06,73.8,29.16,72.37,Working,0.76,No issue
2024-11-11,Server_10,64.76,27.97,66.52,21.42,65.97,Working,0.45,No issue
2024-11-11,Server_11,72.27,21.04,57.02,21.99,43.83,Working,0.24,No issue
2024-11-11,Server_12,67.75,33.79,57.36,27.03,51.61,Working,0.14,No issue
2024-11-11,Server_13,66.45,32.76,32.66,18.61,40.98,Working,0.0,No issue
2024-11-11,Server_14,35.16,34.85,34.98,25.64,39.89,Working,0.0,No issue
2024-11-11,Server_15,87.61,38.5,48.3,29.17,66.35,Working,0.16,No issue
2024-11-11,Server_16,24.15,31.12,60.96,15.99,30.68,Working,0.6,No issue
2024-11-11,Server_17,40.39,48.52,53.71,39.16,52.19,Failed,0.1,Fan noise
2024-11-11,Server_18,76.57,73.0,40.22,18.35,61.6,Warning,0.0,Slight vibration
2024-11-11,Server_19,80.06,44.44,75.72,20.53,68.78,Warning,0.89,No issue
2024-11-11,Server_20,50.89,32.27,36.71,18.85,36.82,Working,0.0,No issue
2024-11-12,Server_1,89.3,34.92,41.98,26.73,65.31,Warning,0.0,Slight vibration
2024-11-12,Server_2,10.14,79.44,79.18,21.1,40.48,Failed,1.0,Overheating
2024-11-12,Server_3,17.31,56.19,36.64,32.93,35.16,Working,0.0,No issue
2024-11-12,Server_4,24.84,28.55,37.58,28.03,29.04,Working,0.0,No issue
2024-11-12,Server_5,14.7,84.83,50.1,27.16,47.58,Working,0.0,No issue
2024-11-12,Server_6,82.84,38.42,44.05,17.48,59.36,Working,0.0,No issue
2024-11-12,Server_7,35.49,88.06,72.43,19.83,51.82,Working,0.74,No issue
2024-11-12,Server_8,92.94,73.83,55.55,30.63,83.25,Working,0.24,No issue
2024-11-12,Server_9,23.93,85.14,35.9,32.66,49.93,Warning,0.0,Overheating
2024-11-12,Server_10,47.23,36.52,42.63,24.04,31.04,Working,0.0,No issue
2024-11-12,Server_11,10.47,34.12,53.28,25.08,18.58,Warning,0.14,Power fluctuation
2024-11-12,Server_12,51.41,36.79,72.05,30.84,56.29,Working,0.73,No issue
2024-11-12,Server_13,52.32,87.05,36.85,28.23,58.07,Working,0.0,No issue
2024-11-12,Server_14,71.68,30.92,47.09,23.7,52.65,Warning,0.0,Overheating
2024-11-12,Server_15,22.9,39.26,62.64,28.4,35.83,Working,0.29,No issue
2024-11-12,Server_16,81.22,43.53,66.78,29.8,77.7,Working,0.5,No issue
2024-11-12,Server_17,35.74,64.83,33.58,32.19,45.47,Working,0.0,No issue
2024-11-12,Server_18,29.55,79.64,70.89,23.66,60.98,Working,0.74,No issue
2024-11-12,Server_19,56.55,81.93,61.88,30.45,64.04,Working,0.29,No issue
2024-11-12,Server_20,92.83,66.29,33.24,35.08,70.22,Working,0.0,No issue
2024-11-13,Server_1,24.78,59.13,58.01,17.32,46.64,Working,0.24,No issue
2024-11-13,Server_2,73.1,89.23,30.67,36.32,73.56,Warning,0.0,Slight vibration
2024-11-13,Server_3,49.67,57.98,45.31,26.4,49.88,Working,0.0,No issue
2024-11-13,Server_4,16.75,40.24,73.65,36.06,25.5,Working,0.64,No issue
2024-11-13,Server_5,52.06,85.79,55.9,39.72,61.49,Working,0.03,No issue
2024-11-13,Server_6,43.86,30.07,59.33,16.19,40.01,Working,0.2,No issue
2024-11-13,Server_7,25.11,50.08,50.01,34.77,35.1,Working,0.0,No issue
2024-11-13,Server_8,23.76,62.41,31.13,19.43,34.06,Working,0.0,No issue
2024-11-13,Server_9,79.1,82.14,50.99,21.42,60.59,Working,0.0,No issue
2024-11-13,Server_10,14.81,89.68,50.81,28.66,43.02,Working,0.01,No issue
2024-11-13,Server_11,53.5,39.33,40.12,30.64,47.4,Working,0.0,No issue
2024-11-13,Server_12,60.17,52.74,55.23,37.8,56.86,Warning,0.25,Fan noise
2024-11-13,Server_13,46.83,55.53,40.69,22.94,46.91,Working,0.0,No issue
2024-11-13,Server_14,65.86,25.28,60.97,30.09,52.9,Warning,0.35,Fan noise
2024-11-13,Server_15,12.76,20.93,40.12,33.67,13.86,Working,0.0,No issue
2024-11-13,Server_16,18.4,84.44,65.55,35.44,47.62,Working,0.6,No issue
2024-11-13,Server_17,89.97,72.82,51.38,18.33,76.83,Working,0.01,No issue
2024-11-13,Server_18,29.18,21.64,63.44,28.56,32.49,Warning,0.5,Power fluctuation
2024-11-13,Server_19,93.29,47.62,58.93,36.34,67.86,Working,0.26,No issue
2024-11-13,Server_20,89.39,60.38,62.77,39.52,82.72,Warning,0.39,Power fluctuation
2024-11-14,Server_1,37.36,36.6,46.1,33.37,45.59,Working,0.0,No issue
2024-11-14,Server_2,77.93,35.03,34.83,36.82,47.31,Warning,0.0,Power fluctuation
2024-11-14,Server_3,38.3,89.44,69.97,19.41,58.95,Working,0.65,No issue
2024-11-14,Server_4,64.26,44.18,79.94,31.09,61.84,Working,1.0,No issue
2024-11-14,Server_5,35.73,25.47,62.48,17.47,36.34,Working,0.37,No issue
2024-11-14,Server_6,43.61,33.0,49.04,29.84,36.3,Working,0.0,No issue
2024-11-14,Server_7,61.16,69.64,68.07,24.07,64.66,Working,0.67,No issue
2024-11-14,Server_8,28.19,85.45,74.26,39.56,50.51,Working,0.65,No issue
2024-11-14,Server_9,76.0,73.87,45.03,27.76,71.27,Working,0.0,No issue
2024-11-14,Server_10,71.91,67.2,76.41,37.76,70.26,Working,0.62,No issue
2024-11-14,Server_11,48.98,31.89,52.69,31.49,39.57,Working,0.06,No issue
2024-11-14,Server_12,88.95,88.2,34.62,33.09,77.89,Working,0.0,No issue
2024-11-14,Server_13,21.46,47.36,46.15,15.18,31.44,Working,0.0,No issue
2024-11-14,Server_14,28.51,68.19,56.6,15.46,48.24,Working,0.47,No issue
2024-11-14,Server_15,14.98,77.74,40.37,31.67,41.59,Working,0.0,No issue
2024-11-14,Server_16,34.14,37.27,79.48,27.74,50.46,Working,1.0,No issue
2024-11-14,Server_17,48.31,27.35,78.17,26.95,43.71,Working,0.77,No issue
2024-11-14,Server_18,63.34,34.67,38.5,37.41,44.04,Working,0.0,No issue
2024-11-14,Server_19,41.12,69.4,63.97,34.25,57.05,Working,0.39,No issue
2024-11-14,Server_20,18.17,26.12,68.85,19.23,27.11,Warning,0.7,Power fluctuation
2024-11-15,Server_1,31.0,32.61,78.72,38.52,32.15,Warning,0.99,Fan noise
2024-11-15,Server_2,86.25,30.91,79.62,17.55,62.85,Failed,0.86,No issue
2024-11-15,Server_3,40.56,42.13,78.43,21.65,41.72,Working,0.97,No issue
2024-11-15,Server_4,72.42,51.0,55.78,30.2,71.11,Warning,0.27,Needs replacement
2024-11-15,Server_5,26.64,89.9,50.79,26.5,45.99,Working,0.0,No issue
2024-11-15,Server_6,92.94,84.23,47.74,33.68,85.96,Warning,0.0,Needs replacement
2024-11-15,Server_7,52.98,64.13,74.05,33.88,52.46,Working,0.66,No issue
2024-11-15,Server_8,24.35,55.41,54.61,30.84,34.59,Working,0.14,No issue
2024-11-15,Server_9,90.37,60.91,31.23,21.37,72.0,Warning,0.0,Overheating
2024-11-15,Server_10,74.2,54.35,53.23,25.45,63.72,Working,0.15,No issue
2024-11-15,Server_11,42.39,37.17,38.07,32.59,36.34,Working,0.0,No issue
2024-11-15,Server_12,89.6,42.04,54.93,32.83,71.69,Working,0.27,No issue
2024-11-15,Server_13,58.12,66.0,41.32,26.77,64.36,Working,0.0,No issue
2024-11-15,Server_14,94.44,34.86,36.76,34.47,62.79,Working,0.0,No issue
2024-11-15,Server_15,65.45,35.38,45.81,21.43,58.69,Working,0.0,No issue
2024-11-15,Server_16,15.24,31.02,73.91,34.01,36.22,Working,0.87,No issue
2024-11-15,Server_17,56.74,46.91,33.33,20.2,53.42,Working,0.0,No issue
2024-11-15,Server_18,60.9,82.23,48.26,19.49,60.24,Warning,0.0,Overheating
2024-11-15,Server_19,93.0,81.89,75.56,25.87,83.04,Working,1.0,No issue
2024-11-15,Server_20,25.29,48.24,64.63,28.32,34.97,Warning,0.4,Fan noise
2024-11-16,Server_1,25.07,28.97,32.25,20.18,26.61,Working,0.0,No issue
2024-11-16,Server_2,37.77,59.12,31.71,36.94,51.18,Working,0.0,No issue
2024-11-16,Server_3,51.73,76.52,75.13,24.68,74.38,Working,0.93,No issue
2024-11-16,Server_4,65.1,56.1,65.01,26.15,69.45,Working,0.37,No issue
2024-11-16,Server_5,80.0,51.86,39.03,32.56,65.2,Working,0.0,No issue
2024-11-16,Server_6,36.53,78.12,65.93,18.12,49.77,Working,0.44,No issue
2024-11-16,Server_7,81.85,24.93,79.79,28.61,68.79,Working,0.95,No issue
2024-11-16,Server_8,67.82,37.9,46.28,17.23,55.66,Working,0.0,No issue
2024-11-16,Server_9,10.69,66.29,41.14,37.32,28.33,Warning,0.0,Overheating
2024-11-16,Server_10,36.54,61.68,79.99,18.54,57.38,Working,1.0,No issue
2024-11-16,Server_11,92.96,87.05,45.11,33.2,77.55,Working,0.0,No issue
2024-11-16,Server_12,62.9,55.02,48.73,37.83,64.69,Working,0.11,No issue
2024-11-16,Server_13,15.51,73.75,60.44,22.27,46.09,Working,0.33,No issue
2024-11-16,Server_14,49.14,34.95,70.33,19.68,49.13,Working,0.66,No issue
2024-11-16,Server_15,10.8,34.84,47.43,16.85,24.92,Working,0.0,No issue
2024-11-16,Server_16,70.44,44.09,38.57,23.77,54.63,Working,0.0,No issue
2024-11-16,Server_17,62.01,74.05,47.37,26.17,66.27,Working,0.0,No issue
2024-11-16,Server_18,37.99,57.32,62.47,19.97,47.93,Working,0.36,No issue
2024-11-16,Server_19,42.03,65.68,62.11,20.64,49.01,Working,0.36,No issue
2024-11-16,Server_20,76.15,27.86,38.58,23.21,59.71,Warning,0.0,Needs replacement
2024-11-17,Server_1,50.75,47.88,54.95,24.9,54.31,Working,0.12,No issue
2024-11-17,Server_2,75.49,71.55,55.13,30.7,75.22,Working,0.29,No issue
2024-11-17,Server_3,84.22,77.36,38.91,34.33,80.68,Failed,0.0,No issue
2024-11-17,Server_4,94.23,71.81,50.43,35.65,85.38,Working,0.0,No issue
2024-11-17,Server_5,90.43,56.43,70.86,22.77,84.44,Working,0.7,No issue
2024-11-17,Server_6,48.45,56.52,67.28,34.96,53.01,Working,0.65,No issue
2024-11-17,Server_7,51.89,55.71,59.66,32.79,60.11,Failed,0.43,No issue
2024-11-17,Server_8,15.49,35.74,44.22,15.01,27.42,Working,0.0,No issue
2024-11-17,Server_9,92.56,41.23,68.23,30.6,74.71,Warning,0.5,Slight vibration
2024-11-17,Server_10,24.48,67.95,53.89,22.3,43.87,Working,0.22,No issue
2024-11-17,Server_11,91.3,76.7,33.27,31.0,78.11,Working,0.0,No issue
2024-11-17,Server_12,41.01,44.35,39.76,33.09,43.54,Working,0.0,No issue
2024-11-17,Server_13,51.44,47.0,75.49,20.47,51.93,Failed,0.94,Fan noise
2024-11-17,Server_14,63.3,59.12,67.56,36.43,64.73,Working,0.64,No issue
2024-11-17,Server_15,26.9,47.73,69.99,17.9,50.24,Working,0.68,No issue
2024-11-17,Server_16,82.24,64.98,76.35,31.21,74.4,Working,0.93,No issue
2024-11-17,Server_17,61.78,30.04,66.65,24.39,53.07,Working,0.71,No issue
2024-11-17,Server_18,94.01,52.7,44.13,15.63,70.66,Working,0.0,No issue
2024-11-17,Server_19,36.98,59.53,69.16,33.48,41.92,Working,0.71,No issue
2024-11-17,Server_20,84.48,35.5,39.42,34.09,68.94,Working,0.0,No issue
2024-11-18,Server_1,19.17,74.79,71.74,25.76,52.97,Working,0.61,No issue
2024-11-18,Server_2,42.69,82.59,39.73,21.7,51.96,Working,0.0,No issue
2024-11-18,Server_3,75.15,57.17,48.19,30.63,65.84,Working,0.0,No issue
2024-11-18,Server_4,18.53,46.78,57.99,33.58,31.88,Working,0.29,No issue
2024-11-18,Server_5,44.59,87.24,45.62,22.17,59.83,Working,0.0,No issue
2024-11-18,Server_6,17.88,63.04,61.66,28.84,35.91,Warning,0.53,No issue
2024-11-18,Server_7,58.57,72.49,72.63,17.62,62.55,Working,0.69,No issue
2024-11-18,Server_8,49.73,21.35,37.73,36.03,40.81,Warning,0.0,No issue
2024-11-18,Server_9,45.18,86.64,50.4,33.13,52.57,Working,0.0,No issue
2024-11-18,Server_10,75.59,52.73,41.04,18.02,62.93,Working,0.0,No issue
2024-11-18,Server_11,60.63,58.32,50.02,39.14,55.53,Failed,0.0,No issue
2024-11-18,Server_12,23.19,75.37,58.58,34.69,46.94,Working,0.2,No issue
2024-11-18,Server_13,67.54,43.25,37.61,32.83,53.97,Working,0.0,No issue
2024-11-18,Server_14,47.39,59.47,35.18,27.35,46.82,Working,0.0,No issue
2024-11-18,Server_15,26.26,88.02,36.2,24.14,49.48,Working,0.0,No issue
2024-11-18,Server_16,91.52,75.53,46.71,20.34,76.03,Working,0.1,No issue
2024-11-18,Server_17,50.8,21.6,53.46,38.59,37.86,Working,0.17,No issue
2024-11-18,Server_18,67.17,48.13,49.25,28.57,66.01,Working,0.09,No issue
2024-11-18,Server_19,70.61,82.18,67.93,29.56,73.82,Working,0.7,No issue
2024-11-18,Server_20,67.64,77.93,76.58,21.74,68.71,Working,0.83,No issue
2024-11-19,Server_1,61.52,50.98,43.91,29.35,52.63,Failed,0.0,Power fluctuation
2024-11-19,Server_2,39.34,29.46,46.21,37.06,36.23,Working,0.0,No issue
2024-11-19,Server_3,72.92,70.73,66.71,19.35,69.76,Working,0.78,No issue
2024-11-19,Server_4,40.52,31.43,36.16,31.33,32.93,Working,0.0,No issue
2024-11-19,Server_5,28.7,55.99,39.37,22.12,39.72,Working,0.0,No issue
2024-11-19,Server_6,65.57,85.99,33.82,38.26,60.58,Working,0.0,No issue
2024-11-19,Server_7,48.33,59.67,49.74,25.97,47.06,Working,0.0,No issue
2024-11-19,Server_8,47.24,55.6,32.82,20.94,56.94,Working,0.0,No issue
2024-11-19,Server_9,65.97,38.55,37.74,26.55,53.71,Working,0.0,No issue
2024-11-19,Server_10,45.46,56.17,52.48,32.61,50.23,Working,0.16,No issue
2024-11-19,Server_11,52.05,84.53,46.27,39.82,63.71,Working,0.0,No issue
2024-11-19,Server_12,19.87,88.97,71.06,27.52,40.93,Working,0.75,No issue
2024-11-19,Server_13,34.41,45.89,55.84,38.41,43.39,Working,0.11,No issue
2024-11-19,Server_14,35.33,29.16,78.85,15.94,45.58,Working,0.8,No issue
2024-11-19,Server_15,68.91,80.49,78.31,33.12,74.59,Warning,0.98,Power fluctuation
2024-11-19,Server_16,15.48,22.22,68.57,24.31,27.69,Working,0.58,No issue
2024-11-19,Server_17,32.37,33.2,61.4,38.46,36.11,Working,0.32,No issue
2024-11-19,Server_18,31.37,65.36,45.18,23.13,45.09,Working,0.0,No issue
2024-11-19,Server_19,73.8,39.87,78.8,28.64,65.34,Warning,1.0,Fan noise
2024-11-19,Server_20,77.65,80.46,62.85,32.22,71.33,Working,0.33,No issue
2024-11-20,Server_1,81.64,25.17,76.68,23.41,63.13,Working,1.0,No issue
2024-11-20,Server_2,44.27,66.6,37.33,39.82,36.17,Working,0.0,No issue
2024-11-20,Server_3,39.4,37.61,77.69,21.65,41.78,Failed,1.0,Slight vibration
